Price,Beds,Bath,Sq.Ft
479900,2,2.5,1215
899000,4,3.5,2009
979900,4,4.5,2009
699900,3,2.5,1735
760000,4,3.5,1910
399900,3,2,841
549900,4,3.5,1162
3995000,3,3.5,4685
529900,5,2,1048
733000,2,3.5,2990
437500,3,2.5,1486
979000,5,4,2379
819900,3,2.5,2468
799900,4,3,2194
469900,2,2,790
829900,3,3,2247
669900,4,2,1200
899900,5,2,1236
519000,2,3,1331
399900,2,2,1535
935000,3,2.5,2473
339900,1,1,498
439900,2,2,913
995000,5,3.5,2818
658000,4,3.5,1768
549900,5,3.5,1155
259900,2,1,608
280000,1,1,467
549900,2,2,854
2195000,6,4.5,3380
1049900,2,2,1523
774900,5,3,2364
349000,2,2,972
1029000,4,3.5,2027
784900,3,2.5,2288
589000,3,2.5,1426
549900,3,2.5,1821
285000,2,1,724
370000,1,1,575
328000,1,1,531
289000,2,2,800
780000,3,2.5,2052
530000,2,2,773
2500000,3,2.5,2895
699000,3,3.5,1366
2588000,4,4.5,3231
599900,4,3.5,1311
759900,4,3.5,2240
959000,4,3.5,1877
1315000,4,3.5,2441
569900,4,2,1088
220000,2,1,828
145900,2,1,666
349900,2,1,805
589000,5,3,1076
210000,1,1,743
550000,3,2.5,1383
599999,4,3,1521
270000,3,1.5,1010
240000,2,2,1042
1095000,3,3.5,2522
249900,2,1.5,805
749900,4,2,1195
1325000,5,4.5,3828
1099000,4,3.5,2640
979000,4,3.5,1351
729000,3,3.5,2369
745000,3,2.5,2032
349900,2,2,828
395000,4,2,1986
1450000,5,2.5,4766
350000,2,2,971
178000,3,1,898
1985000,4,1.5,1500
809900,3,2.5,2398
349900,1,1,653
549900,4,1.5,1503
699999,3,1.5,1990
739900,5,2,1040
669900,5,3.5,1737
899900,4,3,2482
1300000,4,3.5,2656
1450000,3,2.5,2210
305000,2,1,731
879900,3,2.5,2203
685000,3,2.5,2274
799900,5,3,2121
141900,1,1,309
599900,4,2.5,1485
329000,1,1,857
275000,1,1,544
799900,4,3.5,1779
509000,4,2,1173
2000000,3,2,1649
479900,1,1.5,1038
624900,2,2,1654
600000,2,2,954
839900,4,3.5,1758
466400,2,2,989
422900,2,2,959
350000,2,1,936
929000,6,3.5,2479
1999000,4,4.5,3358
764900,5,3.5,2370
1299900,4,3.5,2372
1245000,2,1,930
249900,2,2,823
667500,3,2.5,945
1349000,4,3.5,2368
1499900,4,4,1678
1188888,4,2.5,1652
364900,2,2,782
599999,3,3,1329
529000,3,2.5,1412
759900,4,3.5,2304
345000,3,1,916
224500,1,1,841
429000,3,3.5,1087
410000,2,2,1230
580000,5,2.5,1331
975000,3,3.5,2667
283800,1,1,633
626400,2,2.5,1245
656400,2,2.5,1358
664400,3,2.5,1358
699000,5,3.5,1358
749500,2,1.5,1810
1250000,6,3.5,2985
1399900,6,3,2635
617900,3,2.5,1608
729900,4,3,2008
259000,2,1,815
1099900,3,2.5,1736
1300000,6,3.5,1977
755000,4,3.5,2038
999900,7,5,2752
2095000,5,5.5,3549
769900,3,2.5,2228
535000,6,2,1066
375000,5,1.5,1051
799000,4,3.5,1916
575000,4,3,1311
249990,1,1,583
1520000,4,3.5,1877
575000,3,2,1297
779900,4,3.5,2037
499500,2,2,822
750000,3,3.5,1312
999900,2,2.5,2344
979000,4,3.5,1813
699000,2,2,1868
199000,2,2,1001
625000,2,2,1100
965000,5,3,2062
578900,3,2.5,1347
748000,4,4.5,1783
314900,2,2,936
370000,2,1,1145
299999,1,1,424
2195000,7,5.5,1926
290000,2,2,916
3199900,5,4.5,4550
419000,6,2,934
990000,2,2,964
775000,3,3.5,2718
1098900,3,3,1408
1249000,5,3.5,2443
518000,2,2,1056
835000,5,3.5,2272
875000,3,1.5,2288
1144000,6,3.5,3055
549990,1,2.5,1170
365000,1,1,534
365000,1,1,630
539900,4,2,1173
459900,3,2.5,1394
1039000,4,3.5,1872
549900,2,2,748
1050000,4,3.5,1898
1050000,4,3.5,1897
889000,4,3.5,1682
889000,4,3.5,1687
259900,1,1,508
315000,2,1,561
199900,2,2,990
364900,2,2,764
765000,3,2.5,2035
480000,5,2,1014
559900,3,2,891
1588000,5,3.5,3476
789900,5,3.5,2010
799900,4,2.5,2694
2250000,4,2.5,1907
775000,5,3.5,1975
574999,4,3.5,1611
2489000,6,5.5,4280
1825000,6,4.5,3283
1050000,5,3.5,1497
400000,2,1.5,651
799900,5,3.5,2453
1475000,4,3.5,1888
649000,4,3.5,1562
660000,4,2.5,1542
479900,2,2,893
615000,4,3.5,1578
289000,1,1,588
995000,2,2.5,1945
550000,4,2,1052
784900,4,2.5,1209
1399999,5,3.5,1710
258000,1,1,690
325000,2,1.5,969
3375000,5,3.5,4695
1199998,5,3.5,1407
1174900,6,3.5,2817
1350000,2,2.5,2263
199900,1,1,658
435000,2,2,1168
699900,3,2.5,2046
1599000,4,2.5,1785
750000,2,1,1172
839000,4,2,1000
999900,3,2.5,1779
585000,4,2.5,1904
1099900,5,2.5,2286
1058000,3,3.5,2995
488000,2,2,914
859000,6,3.5,2625
195000,1,1,743
428800,2,2.5,1153
579000,2,2.5,1306
850000,4,3,1124
1380000,4,3.5,2900
799900,4,2.5,2345
768000,4,3.5,1856
312000,2,1,1086
565000,4,2,953
1299000,4,3.5,2762
1049000,3,2,1383
995000,2,2,1490
799888,4,2.5,2249
1549000,5,3.5,3345
619000,3,1,1362
888000,4,3.5,1804
999900,4,3.5,1901
1650000,3,3.5,1263
449000,2,1.5,1243
874900,3,2.5,2362
338999,2,2,842
2498900,4,3.5,3456
775000,4,3.5,1436
390000,3,2,864
659000,4,3.5,1634
699000,3,2,2361
339900,1,1,665
284900,1,1.5,975
2195000,5,4.5,3192
619900,4,2.5,1266
689000,4,3.5,1604
525000,2,2,886
515000,2,2,824
639200,2,2,902
629900,3,2.5,1630
265000,2,1,827
599000,5,2.5,1138
409900,2,2,926
329900,2,1.5,1056
369900,2,2.5,1137
789888,4,3.5,2234
699900,1,2,1217
824786,4,3.5,2079
769999,4,2,1091
749500,3,2.5,2292
997500,5,3.5,2570
975000,2,2,1709
997500,5,3.5,2570
299000,2,2,656
774900,5,3.5,2098
765000,6,4,2331
374900,1,1,540
1099000,6,3,1485
419900,2,2,769
584900,3,2.5,1465
395000,2,1,857
250000,2,1.5,896
1250000,4,3.5,2129
840000,4,3,1428
1095000,4,3,1335
769900,6,3.5,2172
559900,2,1,727
299900,1,1.5,1027
920000,3,3,2185
829900,4,3.5,2268
778000,3,2.5,2279
459000,2,1,980
288900,2,2,884
440000,2,2.5,1322
699000,6,3.5,2050
1299900,5,4.5,3281
1375000,4,3.5,2116
1299000,2,2.5,2013
534900,4,2.5,1044
679999,4,3,1617
3800000,6,4.5,5602
1295000,3,4.5,1912
798000,4,3.5,2228
1275000,3,4,2275
414900,2,2,1223
750000,5,3.5,2196
920000,4,3.5,2481
320000,1,1,533
1249000,2,2.5,2211
1287000,3,2.5,2021
1140000,3,4.5,1828
468000,2,2,1230
399900,2,2,919
204900,1,1,744
527860,2,2,1585
899900,4,3.5,2253
825000,3,2.5,1854
2488000,4,4.5,2992
1249900,4,3.5,2874
749900,5,3.5,2196
848888,3,2.5,1952
699900,5,2.5,1394
429900,2,2,968
385500,2,1.5,796
279900,2,2,825
489000,4,2,913
829900,4,3.5,1701
399900,1,1.5,944
290000,1,1,704
1059000,4,3.5,2241
464900,2,2.5,1156
959900,4,4.5,2233
459900,2,2,1276
579900,3,2.5,1435
870000,4,2.5,2539
599900,6,3,1280
649900,4,3.5,1999
1000000,4,3.5,2114
450000,2,2,1038
764888,3,2.5,2325
629888,2,2.5,1266
2100000,2,2.5,1639
3295000,6,6,4744
899900,5,4,2789
364900,2,2,792
349000,1,1,581
490000,3,3.5,1366
1219000,4,3,2364
1339000,5,3.5,3020
429000,3,2,1239
479900,3,1.5,1307
1065000,3,3.5,2837
324900,1,1,501
578000,3,2.5,1550
1195000,5,3,1300
830000,3,2.5,2578
1849900,5,3.5,3382
1799900,5,3.5,3042
864900,4,2.5,2305
329900,1,1,420
258800,1,1,460
569900,3,2.5,1518
555000,3,2.5,1422
1095000,4,3.5,2012
830000,3,2.5,1751
649900,3,2,989
199900,1,1,636
439999,3,2,965
889000,6,2.5,2449
599000,3,3,1456
849000,7,5,2494
619900,3,2.5,1485
488900,4,3.5,1365
365000,2,2,839
349900,2,1,857
179997,1,1,519
1190000,4,3.5,1776
1075000,4,3.5,2155
439000,3,2.5,1125
499900,2,2,750
393999,1,2,737
1100000,4,3,1787
1590000,7,4.5,2665
669990,3,2.5,1674
609900,2,2,833
429000,2,2,1089
1200000,4,4.5,2470
949000,4,2.5,2625
239900,1,1,802
998690,8,4,1645
1599900,4,4.5,3088
599900,4,3.5,1773
836990,4,2.5,2613
849990,4,2.5,2750
875000,3,2.5,2329
299000,2,2,898
750000,4,3.5,1738
839900,4,4,2434
489900,5,2,1007
226900,1,1,493
729900,2,2,1315
1098000,4,3.5,2000
729000,5,3.5,1804
399999,3,2.5,1491
627900,4,3,1785
680000,6,3.5,1446
489000,3,1.5,1229
739900,4,2.5,2208
749900,3,2.5,2510
374900,1,1,670
374900,1,1,766
679900,3,2.5,1496
799000,5,3.5,2693
338000,2,2,660
489900,3,1.5,1343
624000,5,2.5,2253
572900,5,3.5,1508
799000,3,2.5,2632
1175000,4,4,3066
295000,3,1.5,1143
1250000,4,2.5,2411
1248000,2,3.5,2375
256000,1,1,464
779900,7,5.5,2509
598500,4,3.5,1317
275000,2,2,988
3700000,8,7.5,8179
459900,4,1.5,1234
648800,4,3.5,1927
430000,3,1,1040
699000,3,2.5,1508
449500,3,1.5,1215
528000,2,2,987
1298800,4,3.5,2731
280000,1,1,496
256000,1,1,680
549000,3,2.5,1496
799900,5,3.5,2313
824900,4,3.5,1813
579999,2,2,1806
559900,3,2.5,1441
2400000,5,4.5,5424
1599999,5,4.5,2567
820000,5,4,2648
509900,3,1.5,1097
689999,3,3.5,1791
519000,5,2.5,933
1999999,4,5,2263
539900,2,2.5,1209
390000,2,2.5,1018
574900,5,2,960
269900,2,2,694
749900,3,2.5,1645
799900,4,3.5,1737
344999,2,2,731
809900,4,2.5,1917
339900,2,2,761
270000,2,1.5,963
589000,3,2.5,1136
390000,2,2,914
459000,3,3,1234
1299000,4,3.5,2278
1125000,6,3.5,2913
1825000,4,3.5,1759
999000,3,2.5,1938
1090000,4,3,1843
230000,1,1,781
929900,4,2.5,2863
365000,1,1,578
1199000,6,3.5,2612
289000,2,2,996
639000,4,3.5,1672
604990,2,2,1127
1399800,4,3.5,2606
769900,5,3.5,2223
599900,2,2.5,1562
599900,1,1.5,1427
399900,2,2.5,955
768800,3,2.5,2252
455000,3,2.5,1529
768000,4,2.5,1727
899900,4,3,1558
1298000,5,3.5,2765
869900,4,3,2295
1079900,4,4.5,1861
594500,3,2,990
335000,2,1,720
648000,2,2,1778
1199900,2,2.5,2569
765000,4,3.5,1900
875000,5,3,2794
319900,2,2,886
660000,3,2.5,1747
549900,3,2.5,1424
725000,3,3.5,1608
730000,6,3.5,1990
309900,1,1,532
219900,2,1,455
308500,1,1,532
619900,3,2,1106
248000,2,1.5,1088
799900,3,2.5,2047
2500000,5,4.5,3279
599900,3,2.5,1645
1398000,3,3,2231
712990,3,2.5,1879
2098000,4,4.5,2977
1689000,4,4.5,3453
599900,4,3.5,1717
279900,2,1,772
1275000,4,3.5,2207
339000,2,1,888
1149900,4,4.5,2271
1399900,6,3.5,3601
819000,3,2.5,2266
689900,4,3.5,2006
319998,1,1,627
255000,2,2,814
234900,1,1,537
549900,4,2.5,851
459888,3,3.5,1078
309900,2,2,707
1799900,4,5.5,3532
449888,4,2.5,1519
289000,3,2,1240
575000,2,2,1516
474900,2,1,864
899800,4,3.5,2267
949800,4,3.5,1802
1749900,4,3.5,2725
499900,2,2,865
549900,3,2.5,1371
699900,6,2.5,1605
1949900,5,3.5,4160
630000,2,1,659
779000,4,2,1303
2499900,2,2,1988
1499900,2,2,1369
1170000,4,3.5,2552
719900,5,3.5,2043
944000,4,3.5,2656
829900,5,4,2472
10000000,3,3.5,4715
888888,3,3,1175
559990,3,2.5,1707
1199999,4,3.5,2331
830000,4,3,1373
799999,5,3,2719
829900,6,3,1871
254000,1,1,701
255000,1,1,777
360000,1,1,597
300000,2,1,897
1074900,3,3.5,1933
1495000,4,4.5,2557
3388000,6,5.5,4074
779900,6,4,1862
1798000,3,3.5,2024
1350000,4,4.5,2258
605000,2,2,1106
849900,5,3,1590
730000,3,2.5,2245
720000,3,2.5,1435
624900,2,3.5,1788
349900,1,1,574
419000,3,1,825
519000,3,2.5,1550
439900,5,3,1186
699900,5,2.5,1986
250000,2,1,778
777999,6,3.5,2152
495000,3,2.5,1015
387500,2,2,945
1259900,4,3.5,2434
1150000,5,3.5,2936
525000,2,2,730
859000,3,2.5,2380
199000,1,1,622
2095000,6,6.5,4701
574900,4,1.5,1524
1099500,5,3.5,2846
704900,4,3.5,1748
729900,5,3.5,2027
1699900,3,3.5,1255
669000,3,2.5,1587
475000,2,2,835
269900,2,1.5,1056
608000,2,2,677
1394900,4,3.5,2005
1049900,4,4.5,1867
799900,4,2.5,2343
619900,3,2.5,1769
798000,2,1.5,1723
699990,4,3.5,1826
360000,2,2,980
398000,2,2,1081
1730000,2,2.5,2431
499000,4,3.5,1184
494000,2,2.5,1139
574900,4,2,1066
209900,1,1,598
1449900,6,4.5,3187
899900,5,4.5,1577
655000,3,2,1037
649000,2,1,834
759900,4,3.5,2521
699900,4,2,1118
1219000,5,3.5,2073
445000,3,1.5,1147
389900,2,2,1233
1280000,5,3.5,3099
629900,3,2.5,1741
524900,2,1.5,794
240000,2,1,489
684900,3,2.5,2051
749000,4,3.5,2220
889900,4,3.5,2472
264000,1,1,568
559900,3,2.5,1339
559900,3,2.5,1437
277900,1,1,816
449900,2,2,1031
869988,3,3.5,1677
650000,5,2.5,1152
564900,3,2,1529
679900,3,2.5,1765
649900,3,2.5,1619
619900,3,2.5,1598
731900,1,1.5,1163
849900,5,3,2398
649900,4,3,1787
729000,3,2,813
1280000,3,1.5,2301
579999,3,2.5,1814
1524000,4,4.5,2864
1950000,4,3.5,2824
289000,2,1,559
689900,3,2.5,1861
899900,4,3.5,1976
974900,4,3.5,1923
307900,1,1,811
530000,5,3,1255
2300000,3,3.5,2014
730000,5,3,1600
699900,6,2,1193
779000,3,2.5,2321
1150000,4,3.5,4257
424900,1,1,561
820000,3,2.5,2241
799900,3,2.5,1308
729999,4,3.5,1705
2090000,3,2.5,2907
575000,4,2.5,1624
1848000,4,3,2004
469888,5,2,915
1299000,4,3.5,2157
1775000,3,2.5,2474
309999,2,1,657
1099000,5,3.5,2391
699000,1,2,967
959900,4,3.5,1983
729000,5,3.5,2159
699900,3,2.5,1875
2750000,6,5.5,3679
529000,4,2.5,1526
289900,1,1,717
1849000,4,3.5,3068
1050000,4,2.5,2845
2500000,4,3.5,3744
2600000,5,5.5,3439
264900,2,1.5,1076
364900,1,1,732
469900,2,2.5,1438
3175000,5,4.5,3220
1599900,4,2,1252
479000,2,2,1385
599000,4,2.5,1312
1080000,2,2.5,1801
400000,4,1.5,1006
1295000,3,2.5,1779
1999900,5,3.5,3463
624900,1,1,1045
475000,2,1.5,1034
986500,5,3.5,2568
300000,1,1,725
839900,3,2.5,1785
314889,2,2,847
539900,2,2,871
340000,1,1,553
199889,1,1,491
800000,3,1.5,1243
870000,1,1.5,1290
1699000,4,4.5,3011
1350000,7,5,2715
1500000,2,2,1451
6250000,6,6.5,5813
255900,1,1,533
589900,3,2.5,1425
799900,3,1.5,883
1100000,4,3.5,2789
466900,1,1,662
929000,4,3,1810
1199888,4,3.5,2106
1199000,5,3.5,2571
849999,4,3.5,2582
948000,3,2,1388
444000,2,2,657
524900,2,2,1280
749000,3,3.5,2243
884900,5,2,1377
384900,3,1.5,1130
775000,3,2.5,2683
1149000,4,3.5,1835
2498880,5,2,1232
459900,3,3,1248
290000,2,2,768
455000,1,1,654
499000,3,1,1063
759000,4,2,1050
755000,5,3.5,2077
439900,2,2.5,1339
485000,3,2.5,1199
859900,4,3.5,1900
200000,1,1,654
999900,5,4,1723
2195000,4,3.5,3249
669999,3,3.5,1848
489000,3,2,1062
610000,5,3,1651
795000,4,3.5,1738
1995000,4,4.5,3268
369900,4,2,812
1250000,2,2.5,1625
2400000,5,2.5,2731
975000,5,3.5,2463
435000,2,2,1246
700000,5,2,1053
500000,2,1.5,1241
749900,4,3.5,2362
774000,3,2.5,2231
824900,4,3.5,2479
775000,2,2,856
586940,3,2.5,1480
1265000,8,6,3264
769900,7,3.5,2245
363000,2,2,1100
804990,3,2.5,2428
1695000,4,3.5,2954
194999,1,1,496
1595000,5,5.5,3802
335000,1,1,653
669000,2,2,912
799900,4,2,1762
433800,2,2,955
395000,2,2,884
778000,4,3.5,2098
419900,2,2,1187
515000,3,2,636
1149000,3,2,1452
869900,3,2.5,2505
2000000,3,1.5,2557
950000,4,2.5,1788
659800,3,2.5,1654
589900,3,2,1070
279400,1,1,504
749000,3,2.5,2263
314900,1,1,817
984000,5,3.5,2469
375000,2,2,797
775000,3,3,1539
1250000,5,3.5,1964
925000,4,3.5,1818
419900,2,2,1449
1835000,4,3,2300
549900,4,1,827
214999,1,1,420
2388000,5,3.5,2554
1150000,5,3.5,1656
649777,5,3.5,1923
1480000,3,2.5,1679
755000,5,3.5,2678
309900,1,1,625
1249900,4,3.5,2565
3000000,5,6,5059
399900,1,1,840
739000,3,2.5,2058
999999,4,2.5,2458
379900,2,2,1006
317500,1,1,693
934990,4,2.5,2674
535000,4,2,1474
1249900,4,2.5,2034
469000,2,2.5,1227
899000,7,4.5,2283
1999000,2,2.5,1878
259500,1,1,354
349900,1,1,432
929900,3,2,866
465000,2,2.5,1423
195888,1,1,603
1075000,5,3.5,2445
639900,2,2.5,1528
789900,4,3.5,1964
1474900,4,3.5,2166
269000,2,1,814
215000,1,1,715
520000,4,2.5,1240
349900,1,1,509
699900,4,2.5,1799
840000,3,2.5,2284
7995000,5,5.5,5434
699000,3,2.5,1985
799999,3,2.5,2542
399000,2,2.5,1247
254900,2,1,1007
550000,1,1,1057
2799900,4,3.5,3963
385000,2,2,1393
519900,2,2,874
1950000,5,4.5,3180
1450000,4,3.5,2368
785000,4,3.5,2056
675000,2,2,1912
449900,3,2,1065
1275000,4,3.5,1939
626400,3,2.5,1645
631400,3,2.5,1356
581400,3,2.5,1611
725000,3,2.5,2356
799900,3,3.5,1728
554900,2,2,1386
440254,2,2,879
742900,2,2.5,1164
853900,1,1.5,1404
2650000,3,3.5,2805
735900,1,1.5,1059
295354,1,1,570
624000,3,2.5,1619
740000,4,3.5,1713
1149000,4,3.5,2319
2199800,2,2.5,2639
950000,3,3.5,2055
174900,1,1,649
299900,1,1,707
549900,2,2,953
455000,3,2,860
739000,5,2.5,1109
799000,3,2.5,1935
722888,3,3,1445
799000,3,2.5,2326
595000,4,2,1019
1100000,4,2.5,1887
654900,3,2.5,1714
1179000,4,3.5,2008
499000,2,2.5,1101
304988,1,1,687
4998000,5,7.5,6143
485000,4,2,813
549900,5,2.5,1063
1999900,5,3.5,2963
690000,2,1.5,1404
749999,4,3.5,2426
659000,2,2,1127
654900,2,1,1260
389900,2,2,855
149000,1,1,475
430000,2,2,911
149000,1,1,471
149000,1,1,475
4490000,4,3.5,3132
1085000,2,2,1196
795000,2,2.5,1911
698000,4,3,1697
849900,4,4,2568
598000,3,2.5,1680
489000,5,3,974
1300000,4,3.5,2161
399900,2,2,801
1398000,2,2.5,2251
4000000,2,1,894
219900,2,1,833
579900,4,2,1312
495000,2,2,1046
2695000,4,2.5,3489
825000,3,3.5,1733
439000,3,2,917
899900,3,3.5,2562
1625000,3,3.5,2287
149000,1,1,475
949499,4,3.5,1817
2699000,3,3.5,2956
1550000,4,3.5,2847
9800000,3,3.5,7049
1360000,3,2.5,1600
425000,2,2,1065
3199000,4,3.5,3781
185000,1,1,494
739900,2,2,897
599000,4,4.5,1973
900001,4,2,1071
279900,1,1,839
1500000,4,3.5,2759
600000,4,2,919
1099000,4,3.5,1925
1045000,4,3.5,1920
1039000,4,3.5,1949
218800,2,1,749
365000,1,1,547
849900,4,3,2397
775000,3,2.5,1598
799999,4,3.5,2257
312499,1,1,456
1249000,4,3.5,2311
865000,6,3.5,2733
1025000,4,3.5,1851
449900,2,2,1294
489900,2,1.5,1151
477400,3,2.5,1222
447400,3,2.5,1257
1225000,4,4.5,2837
265000,1,1,506
774900,3,2.5,1842
950000,6,4,1709
2995000,5,4.5,4117
825000,3,3.5,1635
1050000,4,3.5,1854
849900,3,3.5,1776
2499999,6,4.5,3618
699900,4,3.5,1887
950000,2,2.5,1295
330000,1,1,490
6199999,3,4.5,4517
724500,1,1.5,960
1059000,4,3.5,2634
1079900,4,4.5,1838
1299000,5,3.5,2490
1745000,4,3.5,3837
1799000,8,8,2962
3290000,2,2.5,3210
1900000,2,2.5,2429
782300,2,2,1830
899900,5,3,1323
2829000,4,3.5,3396
1250000,4,3.5,2103
575000,3,3.5,1304
2730000,6,3.5,3582
799900,3,2.5,2312
1265000,4,4.5,2043
699999,4,3.5,1496
1079900,4,3.5,2353
1369900,4,3,1212
219900,1,1,568
829900,3,3.5,1659
498000,2,2,1173
514395,3,2.5,1294
699999,4,3.5,1496
2175000,3,2,2251
1149900,2,2.5,1340
379900,1,1,531
2999000,6,5.5,4776
769990,2,1.5,1776
699999,4,3.5,1525
979900,4,3,2729
350000,2,2,788
349888,2,1,633
828000,6,4,2606
149900,1,1,393
339000,2,1,767
2299000,6,7.5,4167
759952,3,2.5,1952
648000,3,3,1467
1949000,3,2.5,2513
1999999,3,2.5,2148
279900,1,1,421
1049000,4,3.5,1832
480000,3,2.5,2140
379900,2,2,801
699999,4,3.5,1497
1750000,5,5.5,2605
849900,4,2,1189
869900,3,2.5,2323
849900,3,2.5,2289
984000,3,2.5,2568
324888,3,2,1329
899000,3,2.5,2149
339800,1,1,731
622095,2,2.5,1221
3980000,4,6.5,6057
320000,2,1.5,996
1498000,4,2.5,2537
2700000,2,2,847
1595800,3,3.5,2819
360000,1,1,797
1949000,3,3.5,3041
289900,2,2,965
359900,1,1,588
1995000,4,3.5,3273
6500000,3,1.5,1185
1099000,4,3.5,1905
949900,4,2,1189
1195000,4,3.5,2281
1250000,4,3.5,2764
579900,2,2,1602
694900,3,2.5,1384
409000,2,2,912
1050000,4,3.5,3616
415000,2,2,829
1150000,4,3.5,2293
286289,1,1,490
296299,1,1,490
220000,1,1,586
837900,5,4,1708
455000,3,2.5,1351
339900,1,1,574
265000,1,1,413
749900,3,3.5,1947
1898999,2,2,1373
1650000,4,4.5,3156
1024900,4,2.5,2683
629900,6,4.5,2140
1994000,5,4.5,4425
849000,3,2.5,2293
1090000,3,3,1551
1282000,4,3.5,2125
673000,2,2.5,1992
1150000,2,2.5,1709
949900,5,3.5,1916
800000,1,1,802
1200000,1,1,1040
982800,3,2.5,2363
975450,3,2.5,2363
279900,1,1.5,751
679000,3,2,785
439900,2,2,1066
875000,5,3.5,2187
1310000,6,3.5,2947
979900,5,3,1472
1950000,4,4.5,3653
774900,3,3,2198
899000,4,3.5,1805
369900,2,2,786
1450000,4,4.5,2730
2599999,6,7.5,4454
289900,2,1,853
3499900,7,5.5,7539
1195000,4,4.5,2306
1195000,4,4.5,2297
1225000,4,3.5,1938
1227000,3,2.5,1714
1499999,6,4.5,2985
2299000,2,2,2007
1590000,6,4.5,3338
560000,1,2,1196
201999,1,1,767
702500,3,2.5,2096
499000,2,1,618
749900,1,1,689
554900,2,2,1385
763350,3,2.5,1746
3870000,3,3.5,4713
836000,3,2.5,2198
1350000,2,2.5,2157
234900,1,1,571
1250000,5,2,1435
439900,2,2.5,1551
850000,4,3.5,2052
759900,4,2.5,1680
799000,5,2,1552
825000,4,3.5,2524
420945,2,2,1009
898000,2,2.5,2522
234000,1,1,542
1339000,4,3.5,2571
1725000,7,4,2647
3500000,5,4.5,4589
3680800,4,3.5,3131
1589998,4,4.5,2757
1499900,4,4.5,2533
1150000,4,3.5,1972
1150000,4,2.5,1952
1540000,6,4.5,3631
7500000,5,5.5,5743
839900,3,2.5,2269
899900,3,2.5,2431
549900,2,2,782
1418900,2,2.5,2075
1139250,3,2.5,1187
3395000,4,4.5,4590
709000,4,2.5,2175
170000,2,1,724
1099500,4,3.5,1941
1400000,3,1.5,901
2385000,5,5.5,901
679900,2,2,1462
524900,2,1,1007
258000,1,1,400
319900,2,2,837
429900,3,2,1275
799000,3,2,869
8000000,5,4.5,9031
595000,3,2.5,1733
7988000,2,2.5,3544
795000,6,2,983
